time,PM2.5,PM10,CO,O3,wspd,temp,dwpt
2023-09-22 14:00:00,4.428571428571429,7.75,0.275,81.07692307692308,12.34,18.66,6.7
2023-09-22 15:00:00,3.2857142857142856,7.25,0.275,81.23076923076923,11.9,19.44,6.5200000000000005
2023-09-22 16:00:00,3.857142857142857,7.0,0.275,78.92307692307692,12.9,20.080000000000002,6.0200000000000005
2023-09-22 17:00:00,3.857142857142857,6.75,0.3,72.23076923076923,13.62,20.22,5.62
2023-09-22 18:00:00,4.428571428571429,8.083333333333334,0.35,59.23076923076923,14.559999999999999,20.14,5.5
2023-09-22 19:00:00,5.857142857142857,9.166666666666666,0.35,50.61538461538461,13.120000000000001,19.82,5.74
2023-09-22 20:00:00,6.428571428571429,10.333333333333334,0.35,40.38461538461539,10.959999999999999,17.86,5.88
2023-09-22 21:00:00,6.285714285714286,10.75,0.35,32.76923076923077,12.7,16.02,4.92
2023-09-22 22:00:00,6.142857142857143,10.25,0.35,28.153846153846153,11.12,15.16,4.9399999999999995
2023-09-22 23:00:00,4.285714285714286,9.583333333333334,0.3,30.46153846153846,8.7,14.16,5.26
2023-09-23 00:00:00,4.428571428571429,9.583333333333334,0.3,24.384615384615383,7.08,12.72,5.720000000000001
2023-09-23 01:00:00,5.142857142857143,9.75,0.3,12.923076923076923,6.2,12.620000000000001,5.84
2023-09-23 02:00:00,5.285714285714286,9.5,0.275,13.384615384615385,5.82,11.36,6.42
2023-09-23 03:00:00,5.285714285714286,8.583333333333334,0.25,19.153846153846153,6.779999999999999,10.76,6.76
2023-09-23 04:00:00,3.857142857142857,7.25,0.25,23.846153846153847,5.040000000000001,10.3,6.4
2023-09-23 05:00:00,3.857142857142857,8.583333333333334,0.275,20.46153846153846,5.32,9.64,6.459999999999999
2023-09-23 06:00:00,4.285714285714286,9.583333333333334,0.3,15.307692307692308,5.9799999999999995,9.42,6.38
2023-09-23 07:00:00,4.857142857142857,9.75,0.3,22.692307692307693,6.18,8.940000000000001,6.24
2023-09-23 08:00:00,5.0,11.545454545454545,0.3,34.15384615384615,3.6,8.32,6.36
2023-09-23 09:00:00,4.166666666666667,10.727272727272727,0.3,50.84615384615385,5.4,10.48,7.340000000000001
2023-09-23 10:00:00,4.0,9.0,0.3,66.53846153846153,4.4,13.080000000000002,7.540000000000001
2023-09-23 11:00:00,3.1666666666666665,7.166666666666667,0.225,78.53846153846153,5.840000000000001,15.38,8.059999999999999
2023-09-23 12:00:00,6.285714285714286,10.833333333333334,0.3,85.23076923076923,6.7,17.759999999999998,7.4
2023-09-23 13:00:00,6.571428571428571,10.333333333333334,0.225,93.07692307692308,5.9,19.28,7.4
2023-09-23 14:00:00,3.7142857142857144,8.416666666666666,0.25,100.15384615384616,4.46,19.96,6.779999999999999
2023-09-23 15:00:00,6.285714285714286,11.166666666666666,0.25,105.07692307692308,5.779999999999999,20.740000000000002,7.26
2023-09-23 16:00:00,5.571428571428571,11.083333333333334,0.275,104.76923076923077,5.5600000000000005,21.32,6.88
2023-09-23 17:00:00,7.142857142857143,12.416666666666666,0.3,95.46153846153847,6.14,21.9,6.859999999999999
2023-09-23 18:00:00,7.428571428571429,15.916666666666666,0.425,71.46153846153847,4.18,21.98,6.5200000000000005
2023-09-23 19:00:00,9.0,16.416666666666668,0.55,41.53846153846154,4.32,21.64,6.9799999999999995
2023-09-23 20:00:00,12.571428571428571,21.5,0.525,20.846153846153847,3.7599999999999993,19.68,7.76
2023-09-23 21:00:00,14.142857142857142,24.666666666666668,0.525,17.23076923076923,4.6,18.0,6.58
2023-09-23 22:00:00,13.857142857142858,24.333333333333332,0.525,17.615384615384617,3.4,17.0,6.7
2023-09-23 23:00:00,12.142857142857142,21.166666666666668,0.4,23.0,5.68,14.940000000000001,8.18
2023-09-24 00:00:00,8.285714285714286,14.333333333333334,0.3,37.23076923076923,5.9,14.38,8.379999999999999
2023-09-24 01:00:00,6.714285714285714,12.5,0.3,38.69230769230769,6.540000000000001,13.5,8.24
2023-09-24 02:00:00,6.857142857142857,11.583333333333334,0.3,35.61538461538461,6.859999999999999,12.959999999999999,8.4
2023-09-24 03:00:00,7.571428571428571,12.083333333333334,0.275,33.69230769230769,6.92,12.3,8.459999999999999
2023-09-24 04:00:00,7.142857142857143,10.166666666666666,0.25,31.692307692307693,5.88,11.6,8.18
2023-09-24 05:00:00,6.285714285714286,10.333333333333334,0.25,27.846153846153847,6.720000000000001,11.459999999999999,8.1
2023-09-24 06:00:00,5.857142857142857,11.583333333333334,0.275,23.23076923076923,8.219999999999999,11.14,8.18
2023-09-24 07:00:00,6.285714285714286,11.833333333333334,0.3,28.23076923076923,7.06,10.620000000000001,8.219999999999999
2023-09-24 08:00:00,5.428571428571429,11.5,0.3,44.61538461538461,7.06,10.2,8.14
2023-09-24 09:00:00,5.285714285714286,11.5,0.275,59.76923076923077,6.119999999999999,11.52,9.02
2023-09-24 10:00:00,4.428571428571429,10.666666666666666,0.275,71.84615384615384,6.340000000000001,14.52,9.28
2023-09-24 11:00:00,6.857142857142857,14.75,0.3,87.15384615384616,5.34,17.32,9.48
2023-09-24 12:00:00,5.285714285714286,11.583333333333334,0.275,95.07692307692308,3.0200000000000005,19.94,9.180000000000001
2023-09-24 13:00:00,4.857142857142857,10.416666666666666,0.25,103.61538461538461,2.38,21.82,9.64
2023-09-24 14:00:00,5.571428571428571,9.666666666666666,0.225,111.38461538461539,4.4,22.96,9.1
2023-09-24 15:00:00,6.428571428571429,11.0,0.275,113.61538461538461,4.32,24.16,8.540000000000001
2023-09-24 16:00:00,7.142857142857143,12.833333333333334,0.25,111.92307692307692,3.4,25.22,8.02
